datePlayed,comedy,design,finance,food,interview,music,news,politics,society,tech,lag ratio,window,60,,
7/24/17,,0,,,0,,,0,0,1,0.2,20.00%,1,FALSE,#VALUE!
7/25/17,,,,,,,,,,,1,60.00%,2,TRUE,TRUE
7/26/17,,0.5,,,1,0,,0.666666667,,1,0.633333333,61.11%,3,FALSE,TRUE
7/27/17,1,1,,,1,,,1,1,1,1,70.83%,4,FALSE,TRUE
7/28/17,,,,,,,,,,0.5,0.5,66.67%,5,FALSE,TRUE
7/29/17,1,1,1,,0,0.5,,1,0.8,0,0.6625,66.60%,6,FALSE,TRUE
7/30/17,,,,,,,,0.5,1,1,0.833333333,68.99%,7,FALSE,TRUE
7/31/17,1,0,,,0.5,0,,0.5,0.25,0.333333333,0.369047619,64.98%,8,FALSE,TRUE
8/1/17,,0.5,0,,,,,1,,,0.5,63.31%,9,FALSE,TRUE
8/2/17,,1,,,,,,1,1,,1,66.98%,10,FALSE,TRUE
8/3/17,1,1,,,1,,,1,1,1,1,69.98%,11,FALSE,TRUE
8/4/17,,,,,,,,,,,1,72.49%,12,TRUE,TRUE
8/5/17,1,,,,,,,,,,1,74.60%,13,FALSE,TRUE
8/6/17,,,0,,,0,,1,1,0.333333333,0.466666667,72.61%,14,FALSE,TRUE
8/7/17,1,,,,0,,,1,1,0.333333333,0.666666667,72.21%,15,FALSE,TRUE
8/8/17,1,1,,,,,,1,,1,1,73.95%,16,FALSE,TRUE
8/9/17,0.333333333,1,0,,,0.333333333,,0.666666667,1,0.5,0.547619048,72.82%,17,FALSE,TRUE
8/10/17,1,,1,,,,,,0,0.666666667,0.666666667,72.48%,18,FALSE,TRUE
8/11/17,1,1,,,,,,1,1,,1,73.93%,19,FALSE,TRUE
8/12/17,1,1,,,,,,,,1,1,75.23%,20,FALSE,TRUE
8/13/17,1,0,1,,0,0.25,,0,0.5,0.4,0.39375,73.52%,21,FALSE,TRUE
8/14/17,,,,,0,,,,,1,0.5,72.45%,22,FALSE,TRUE
8/15/17,,1,,,1,1,,1,1,,1,73.65%,23,FALSE,TRUE
8/16/17,1,1,,,1,1,,1,1,,1,74.75%,24,FALSE,TRUE
8/17/17,1,1,,,,1,,,1,1,1,75.76%,25,FALSE,TRUE
8/18/17,0.666666667,,1,,,1,,1,1,0,0.777777778,75.84%,26,FALSE,TRUE
8/19/17,1,1,,,,0.666666667,,1,1,0.5,0.861111111,76.22%,27,FALSE,TRUE
8/20/17,,,,,,,,,1,,1,77.07%,28,FALSE,TRUE
8/21/17,1,,,,1,,,1,1,1,1,77.86%,29,FALSE,TRUE
8/22/17,0.5,1,,,,,,,1,,0.833333333,78.04%,30,FALSE,TRUE
8/23/17,,1,,,,1,,1,0.666666667,,0.916666667,78.48%,31,FALSE,TRUE
8/24/17,1,1,,,,,,1,,1,1,79.15%,32,FALSE,TRUE
8/25/17,1,0.5,,,,1,,1,1,1,0.916666667,79.53%,33,FALSE,TRUE
8/26/17,1,,,,,,,1,1,,1,80.13%,34,FALSE,TRUE
8/27/17,1,1,1,,0.5,0.5,,,0.714285714,0,0.673469388,79.77%,35,FALSE,TRUE
8/28/17,,1,,,1,1,,,1,1,1,80.33%,36,FALSE,TRUE
8/29/17,,1,,,,,,1,1,,1,80.86%,37,FALSE,TRUE
8/30/17,,1,,,,,,,1,,1,81.36%,38,FALSE,TRUE
8/31/17,1,1,,,,,,1,,1,1,81.84%,39,FALSE,TRUE
9/1/17,1,,,,,,,,1,1,1,82.30%,40,FALSE,TRUE
9/2/17,1,1,,,0,1,,0.75,0.875,1,0.803571429,82.25%,41,FALSE,TRUE
9/3/17,1,,,,,0.5,,,0.5,,0.666666667,81.88%,42,FALSE,TRUE
9/4/17,0,1,1,,1,,,,,1,0.8,81.83%,43,FALSE,TRUE
9/5/17,,1,,,,,,,,1,1,82.25%,44,FALSE,TRUE
9/6/17,1,1,,,1,1,,1,1,0.333333333,0.904761905,82.43%,45,FALSE,TRUE
9/7/17,1,,,,,1,,,0,,0.666666667,82.09%,46,FALSE,TRUE
9/8/17,1,1,,,,,,1,1,,1,82.47%,47,FALSE,TRUE
9/9/17,1,1,0.5,,0.5,0.5,,1,0.857142857,1,0.794642857,82.41%,48,FALSE,TRUE
9/10/17,1,,,,,,,,1,,1,82.77%,49,FALSE,TRUE
9/11/17,,,,,,,,,,1,1,83.11%,50,FALSE,TRUE
9/12/17,,1,,,,,,,1,,1,83.44%,51,FALSE,TRUE
9/13/17,,,,,,,,1,,1,1,83.76%,52,FALSE,TRUE
9/14/17,1,,,,,1,,,1,1,1,84.07%,53,FALSE,TRUE
9/15/17,1,,,,,,,0.5,1,,0.833333333,84.05%,54,FALSE,TRUE
9/16/17,1,,,,,,,,,,1,84.34%,55,FALSE,TRUE
9/17/17,1,0.5,1,,0,0.6,,1,0.666666667,0.5,0.658333333,84.01%,56,FALSE,TRUE
9/18/17,,,,,1,,,,0.666666667,1,0.888888889,84.10%,57,FALSE,TRUE
9/19/17,1,0.5,,,,,,1,,0,0.625,83.72%,58,FALSE,TRUE
9/20/17,1,,,,,,,1,1,,1,84.00%,59,FALSE,TRUE
9/21/17,1,,,,1,,,,,,1,84.27%,60,FALSE,TRUE
9/22/17,,,,,1,0,,1,1,1,0.8,84.20%,61,FALSE,TRUE
9/23/17,1,0,1,,,0.333333333,,1,0.25,0.5,0.583333333,84.83%,62,FALSE,TRUE
9/24/17,0.666666667,1,1,,,1,,1,1,1,0.952380952,84.75%,63,FALSE,TRUE
9/25/17,1,,,,,1,,0,0,0.25,0.45,84.45%,64,FALSE,TRUE
9/26/17,,1,,,,,,1,1,1,1,84.45%,65,FALSE,TRUE
9/27/17,1,1,,,,,,1,,1,1,85.27%,66,FALSE,TRUE
9/28/17,,,,,,,,1,1,,1,85.82%,67,FALSE,TRUE
9/29/17,1,,,,,0,,,0,0,0.25,84.86%,68,FALSE,TRUE
9/30/17,1,1,1,,0,,,1,1,0.5,0.785714286,85.55%,69,FALSE,TRUE
10/1/17,1,0.25,,,0,0.5,,,0.5,0.428571429,0.446428571,85.46%,70,FALSE,TRUE
10/2/17,,,,,,,,,,,1,85.46%,71,TRUE,TRUE
10/3/17,1,,,,,,,1,,,1,85.46%,72,FALSE,TRUE
10/4/17,1,1,,,,1,,1,0.666666667,1,0.944444444,85.37%,73,FALSE,TRUE
10/5/17,1,1,1,,,,,,0,0.666666667,0.733333333,84.93%,74,FALSE,TRUE
10/6/17,,,,,0.5,,,1,,1,0.833333333,85.53%,75,FALSE,TRUE
10/7/17,1,0.5,1,,,0.666666667,,1,0.666666667,,0.805555556,85.76%,76,FALSE,TRUE
10/8/17,0.75,0.5,,,,1,,,,0.5,0.6875,85.25%,77,FALSE,TRUE
10/9/17,,,,,,,,,,,1,85.99%,78,TRUE,TRUE
10/10/17,1,,,,1,,,0,,,0.666666667,85.99%,79,FALSE,TRUE
10/11/17,1,1,,,,,,1,0.5,1,0.9,85.83%,80,FALSE,TRUE
10/12/17,0.5,,,,,1,,1,,,0.833333333,85.55%,81,FALSE,TRUE
10/13/17,,1,,,0,1,,,0,1,0.6,85.89%,82,FALSE,TRUE
10/14/17,1,,,,,,,1,1,1,1,86.71%,83,FALSE,TRUE
10/15/17,1,1,1,,,0.666666667,,0,1,0.333333333,0.714285714,86.24%,84,FALSE,TRUE
10/16/17,1,,,,,,,,1,,1,86.24%,85,FALSE,TRUE
10/17/17,0.666666667,0,,,,,,,0.5,,0.388888889,85.24%,86,FALSE,TRUE
10/18/17,,,,,,,,,,,1,85.60%,87,TRUE,TRUE
10/19/17,,,,,,,,1,0,,0.5,85.01%,88,FALSE,TRUE
10/20/17,,,,,,,,1,,,1,85.01%,89,FALSE,TRUE
10/21/17,1,,1,,,,,,0.666666667,0,0.666666667,84.47%,90,FALSE,TRUE
10/22/17,0.666666667,0,,,0,1,,0,0,0,0.238095238,83.49%,91,FALSE,TRUE
10/23/17,1,0,,,0,,,,0.666666667,0.25,0.383333333,82.62%,92,FALSE,TRUE
10/24/17,,0,,,,0.5,,0,0,,0.125,81.18%,93,FALSE,TRUE
10/25/17,,,,,,,,,,,1,81.32%,94,TRUE,TRUE
10/26/17,1,0.666666667,1,,1,1,,1,1,1,0.958333333,81.25%,95,FALSE,TRUE
10/27/17,,1,,,0,1,,,1,,0.75,81.37%,96,FALSE,TRUE
10/28/17,1,,1,,,0.666666667,,0,0.833333333,0.666666667,0.694444444,80.87%,97,FALSE,TRUE
10/29/17,,,,,,,,,1,,1,80.87%,98,FALSE,TRUE
10/30/17,,,,,,,,,,,1,80.87%,99,TRUE,TRUE
10/31/17,,,,,,,,,,,1,80.87%,100,TRUE,TRUE
11/1/17,,,,,,,,,,,1,80.87%,101,TRUE,TRUE
11/2/17,0,1,,,,1,,1,1,,0.8,80.87%,102,FALSE,TRUE
11/3/17,,0.5,0,,,,,,0,,0.166666667,80.05%,103,FALSE,TRUE
11/4/17,1,,1,,,0,,1,0.666666667,0,0.611111111,79.74%,104,FALSE,TRUE
11/5/17,0.666666667,,,,,,,1,,,0.833333333,79.47%,105,FALSE,TRUE
11/6/17,,,,,,,,,,,1,79.62%,106,TRUE,TRUE
11/7/17,,,,,,,,,,,1,80.17%,107,TRUE,TRUE
11/8/17,,,,,,,,,,,1,80.17%,108,TRUE,TRUE
11/9/17,,,,,,,,,,,1,80.50%,109,TRUE,TRUE
11/10/17,,,,,,,,,,,1,80.50%,110,TRUE,TRUE
11/11/17,0.333333333,0.111111111,,,0,0.25,,0.2,0.166666667,0.5,0.223015873,79.23%,111,FALSE,TRUE
11/12/17,0.6,0,,,0,0.5,,0.25,0.7,0.4,0.35,78.17%,112,FALSE,TRUE
11/13/17,,,,,0,,,,,0.5,0.25,76.94%,113,FALSE,TRUE
11/14/17,,,,,,,,,,,1,76.94%,114,TRUE,TRUE
11/15/17,,,,,,,,1,,0,0.5,76.39%,115,FALSE,TRUE
11/16/17,1,,,,,0.333333333,,,0,,0.444444444,75.48%,116,FALSE,TRUE
11/17/17,,0,,,0.5,1,,0,0,,0.3,74.89%,117,FALSE,TRUE
11/18/17,1,,,,,,,1,0.666666667,,0.888888889,74.89%,118,FALSE,TRUE
11/19/17,1,0,1,,,1,,0,0.666666667,0,0.523809524,74.73%,119,FALSE,TRUE
11/20/17,,,,,,0.5,,,0.4,0,0.3,73.58%,120,FALSE,TRUE
11/21/17,,,,,,,,,,,1,73.58%,121,TRUE,TRUE
11/22/17,,1,,,,1,,1,,,1,73.91%,122,FALSE,TRUE
11/23/17,1,1,1,,0.666666667,0.666666667,,0.5,1,0.666666667,0.8125,74.28%,123,FALSE,TRUE
11/24/17,1,1,,,,1,,1,1,,1,74.36%,124,FALSE,TRUE
11/25/17,0.333333333,,1,,,1,,1,1,0.666666667,0.833333333,74.99%,125,FALSE,TRUE
11/26/17,0.333333333,0,,,,0,,,0.166666667,0.333333333,0.166666667,73.62%,126,FALSE,TRUE
11/27/17,,,,,,1,,,,,1,73.62%,127,FALSE,TRUE
11/28/17,1,1,,,1,1,,1,1,1,1,73.62%,128,FALSE,TRUE
11/29/17,,,,,,,,,,,1,74.85%,129,TRUE,TRUE
11/30/17,,,,,,,,,,,1,75.20%,130,TRUE,TRUE
12/1/17,,,,,,,,,,,1,76.11%,131,TRUE,TRUE
12/2/17,1,,1,,,0,,1,1,,0.8,75.78%,132,FALSE,TRUE
12/3/17,0.666666667,0,,,0,1,,0.5,1,0.166666667,0.476190476,74.92%,133,FALSE,TRUE
12/4/17,,,,,,,,1,0,,0.5,74.19%,134,FALSE,TRUE
12/5/17,,,,,,,,,,,1,74.63%,135,TRUE,TRUE
12/6/17,1,,,,,,,,,,1,74.91%,136,FALSE,TRUE
12/7/17,,,,,,,,,,,1,75.22%,137,TRUE,TRUE
12/8/17,,,,,,,,,,,1,75.74%,138,TRUE,TRUE
12/9/17,1,1,1,,,0.5,,0.666666667,1,0.5,0.80952381,75.42%,139,FALSE,TRUE
12/10/17,1,,,,,1,,,,0.666666667,0.888888889,75.79%,140,FALSE,TRUE
12/11/17,,,,,1,,,,1,,1,75.95%,141,FALSE,TRUE
12/12/17,,,,,,,,,,,1,76.23%,142,TRUE,TRUE
12/13/17,,,,,,,,,,,1,76.88%,143,TRUE,TRUE
12/14/17,0,0,1,,,0.25,,,0,,0.25,75.65%,144,FALSE,TRUE
12/15/17,0.666666667,0,,,,0.25,,0,0.5,1,0.402777778,75.14%,145,FALSE,TRUE
12/16/17,1,0.333333333,0,,0.25,1,,1,0.6,1,0.647916667,74.56%,146,FALSE,TRUE
12/17/17,0,,,,,,,,1,0,0.333333333,74.47%,147,FALSE,TRUE
12/18/17,,,,,,,,,,,1,74.47%,148,TRUE,TRUE
12/19/17,,,,,,,,,,,1,75.29%,149,TRUE,TRUE
12/20/17,,1,1,,0.5,1,,1,1,1,0.928571429,75.18%,150,FALSE,TRUE
12/21/17,,,,,,,,,,,1,75.72%,151,TRUE,TRUE
12/22/17,1,1,1,,1,1,,1,,,1,76.97%,152,FALSE,TRUE
12/23/17,1,,,,0.666666667,,,1,1,0.571428571,0.847619048,77.73%,153,FALSE,TRUE
12/24/17,0.666666667,,1,,0.5,,,,0.8,0,0.593333333,78.50%,154,FALSE,TRUE
12/25/17,,0,,,0.5,0,,1,1,0.5,0.5,77.68%,155,FALSE,TRUE
12/26/17,,,,,,,,1,1,,1,77.75%,156,FALSE,TRUE
12/27/17,,,,,,1,,,,,1,78.16%,157,FALSE,TRUE
12/28/17,,,,,,,,,,,1,78.66%,158,TRUE,TRUE
12/29/17,1,0.5,1,,,,,,1,1,0.9,78.49%,159,FALSE,TRUE
12/30/17,0.5,0,,,0,0.5,,0,0.714285714,0.5,0.316326531,77.37%,160,FALSE,TRUE
12/31/17,1,,,,0,1,,,1,0,0.6,76.72%,161,FALSE,TRUE
1/1/18,,,,,1,,,1,1,,1,76.72%,162,FALSE,TRUE
1/2/18,,,,,,,,1,,,1,77.05%,163,FALSE,TRUE
1/3/18,1,1,,,1,,,,1,1,1,78.41%,164,FALSE,TRUE
1/4/18,,,,,,,,,,,1,79.05%,165,TRUE,TRUE
1/5/18,,,,,,,,1,1,,1,79.32%,166,FALSE,TRUE
1/6/18,1,0.75,,,0,1,,0.75,0.857142857,0.333333333,0.670068027,78.78%,167,FALSE,TRUE
1/7/18,1,0,,,0,,,,0,1,0.4,77.80%,168,FALSE,TRUE
1/8/18,0,1,,,0.5,1,,1,1,1,0.785714286,77.45%,169,FALSE,TRUE
1/9/18,,,,,,,,1,,,1,77.45%,170,FALSE,TRUE
1/10/18,,,,,,,,,,,1,77.45%,171,TRUE,TRUE
1/11/18,,,,,,,,,,,1,78.72%,172,TRUE,TRUE
1/12/18,1,0.666666667,1,,0.666666667,1,,1,1,1,0.916666667,79.65%,173,FALSE,TRUE
1/13/18,1,1,1,,,1,,1,1,1,1,80.88%,174,FALSE,TRUE
1/14/18,1,,,,,,,,,,1,80.88%,175,FALSE,TRUE
1/15/18,,1,,,0,,,1,1,1,0.8,81.37%,176,FALSE,TRUE
1/16/18,,,,,,,,,,,1,82.28%,177,TRUE,TRUE
1/17/18,,,,,,1,,,1,,1,83.43%,178,FALSE,TRUE
1/18/18,,,,,,,,1,0.5,,0.75,83.20%,179,FALSE,TRUE
1/19/18,1,0,,,,1,,1,1,1,0.833333333,83.71%,180,FALSE,TRUE
1/20/18,1,1,1,,,1,,1,1,1,1,84.86%,181,FALSE,TRUE
1/21/18,1,0,0.5,,,,,,1,,0.625,84.24%,182,FALSE,TRUE
1/22/18,,,,,0,,0,,1,,0.333333333,83.15%,183,FALSE,TRUE
1/23/18,,,,,,,,,,,1,83.46%,184,TRUE,TRUE
1/24/18,,1,,,,1,,1,,1,1,83.46%,185,FALSE,TRUE
1/25/18,,,,,,,,,,,1,83.73%,186,TRUE,TRUE
1/26/18,1,,,,,,,1,,,1,85.10%,187,FALSE,TRUE
1/27/18,0.5,1,1,,,1,,0.5,1,1,0.857142857,84.86%,188,FALSE,TRUE
1/28/18,1,,1,,,1,,,,,1,84.86%,189,FALSE,TRUE
1/29/18,1,,,,,,,,1,,1,84.86%,190,FALSE,TRUE
1/30/18,1,,,,,1,,1,1,1,1,84.86%,191,FALSE,TRUE
1/31/18,,,0,,,1,,1,1,1,0.8,84.53%,192,FALSE,TRUE
2/1/18,1,1,,,1,1,,,0,1,0.833333333,84.59%,193,FALSE,TRUE
2/2/18,1,,,,,,,,,,1,85.45%,194,FALSE,TRUE
2/3/18,1,0,1,,,1,,1,1,,0.833333333,85.99%,195,FALSE,TRUE
2/4/18,1,0.333333333,0.5,,,0.5,,,0.5,1,0.638888889,85.40%,196,FALSE,TRUE
2/5/18,,,,,1,,,1,,,1,85.40%,197,FALSE,TRUE
2/6/18,,1,,,,,,,,,1,85.40%,198,FALSE,TRUE
2/7/18,,,,,,,,,,,1,85.40%,199,TRUE,TRUE
2/8/18,1,,,,1,,1,1,1,1,1,85.71%,200,FALSE,TRUE
2/9/18,,1,,,,,,,,1,1,85.90%,201,FALSE,TRUE
2/10/18,1,,,,,,,1,,1,1,85.90%,202,FALSE,TRUE
2/11/18,1,,,,,,,,,,1,85.90%,203,FALSE,TRUE
2/12/18,,0,0.5,,,,,,0.333333333,0.5,0.333333333,84.80%,204,FALSE,TRUE
2/13/18,,,,,,,,,,,1,86.03%,205,TRUE,TRUE
2/14/18,,1,,,,1,,1,,,1,87.01%,206,FALSE,TRUE
2/15/18,1,,1,,,1,,1,1,1,1,87.59%,207,FALSE,TRUE
2/16/18,1,1,,,,0.5,1,0.75,1,,0.875,88.48%,208,FALSE,TRUE
2/17/18,1,0,1,,,0.8,,1,1,1,0.828571429,88.20%,209,FALSE,TRUE
2/18/18,1,,,,1,0,,,1,0.5,0.7,87.70%,210,FALSE,TRUE
2/19/18,1,1,,,,1,,1,1,,1,87.82%,211,FALSE,TRUE
2/20/18,,,,,,,,,,,1,87.82%,212,TRUE,TRUE
2/21/18,,,,,,,,,,,1,87.82%,213,TRUE,TRUE
2/22/18,1,,,,1,,,,1,,1,88.07%,214,FALSE,TRUE
2/23/18,1,1,,,1,1,1,1,1,,1,88.74%,215,FALSE,TRUE
2/24/18,1,1,1,,,1,,,1,1,1,89.56%,216,FALSE,TRUE
2/25/18,1,,,,,,,,1,,1,89.56%,217,FALSE,TRUE
2/26/18,,,,,1,0,,,1,1,0.75,89.15%,218,FALSE,TRUE
2/27/18,,1,,,,,,,,,1,89.15%,219,FALSE,TRUE
2/28/18,1,,,,1,,,1,1,1,1,89.31%,220,FALSE,TRUE
3/1/18,0.5,0.5,,,0,0,1,0,0,0.666666667,0.333333333,89.34%,221,FALSE,TRUE
3/2/18,1,1,,,,,,1,,,1,90.00%,222,FALSE,TRUE
3/3/18,1,,,,,,,,,,1,90.00%,223,FALSE,TRUE
3/4/18,1,,1,,,,,,1,,1,90.00%,224,FALSE,TRUE
3/5/18,,,,,,,,,1,,1,90.00%,225,FALSE,TRUE
3/6/18,,,,,,,,,,,1,90.00%,226,TRUE,TRUE
3/7/18,,1,,,1,,,1,1,1,1,90.00%,227,FALSE,TRUE
3/8/18,,,,,,,,,,,1,90.54%,228,TRUE,TRUE
3/9/18,1,,,,,,,1,,,1,91.52%,229,FALSE,TRUE
3/10/18,1,1,1,,1,,,1,,,1,91.87%,230,FALSE,TRUE
3/11/18,1,0,,,1,,,,,,0.666666667,91.32%,231,FALSE,TRUE
3/12/18,,,,,,,,,,,1,91.32%,232,TRUE,TRUE
3/13/18,,,,,,,,,,,1,91.32%,233,TRUE,TRUE
3/14/18,,1,,,1,,,1,1,1,1,91.46%,234,FALSE,TRUE
3/15/18,1,,,,1,,1,1,,,1,91.46%,235,FALSE,TRUE
3/16/18,1,1,,,,,,1,,1,1,91.46%,236,FALSE,TRUE
3/17/18,1,,1,,1,,,,,1,1,91.79%,237,FALSE,TRUE
3/18/18,1,1,1,,,,,1,1,,1,91.79%,238,FALSE,TRUE
3/19/18,,,,,,,,,,1,1,91.79%,239,FALSE,TRUE
3/20/18,,,,,1,,,,,,1,92.20%,240,FALSE,TRUE
3/21/18,0,1,,,,,,1,1,1,0.8,92.14%,241,FALSE,TRUE
3/22/18,,,,,,,,1,,,1,92.14%,242,FALSE,TRUE
3/23/18,1,1,,,,0,,1,,,0.75,92.35%,243,FALSE,TRUE
3/24/18,1,,1,,1,1,1,,,0.75,0.958333333,93.37%,244,FALSE,TRUE
3/25/18,0.5,,1,,,,,,1,1,0.875,93.17%,245,FALSE,TRUE
